id,centroid_x,centroid_y,area_px,equiv_diameter_px,solidity,eccentricity,teal_fraction,relative_blueness,median_hue,median_saturation,median_value,is_stained,stain_confidence,on_border,possible_doublet,is_debris,ambiguous,source,sam3_detect_score,sam3_stain_score
92,2747.605,682.869,5215,81.486,0.843,0.734,0.113,2.0,28.0,99.0,135.0,True,0.254,False,False,False,False,watershed,0.0,0.704
93,3411.674,687.719,1845,48.468,0.905,0.448,0.562,44.0,44.0,74.0,92.0,True,0.359,False,False,False,False,watershed,0.0,0.809
94,1470.229,703.939,2697,58.6,0.877,0.57,0.548,46.0,43.0,62.0,73.0,True,0.339,False,False,False,False,watershed,0.0,0.789
95,2163.982,692.568,4738,77.67,0.669,0.664,0.0,-17.0,23.0,117.0,160.0,False,-0.01,False,False,True,False,watershed,0.0,0.0
96,3064.716,698.567,3830,69.832,0.935,0.46,0.0,-18.0,22.0,120.0,155.0,False,-0.066,False,False,False,False,watershed,0.0,0.384
97,1585.424,716.452,3462,66.392,0.844,0.711,0.211,22.0,29.0,86.0,108.0,False,-0.069,False,False,False,False,watershed,0.0,0.381
98,3442.675,720.518,1617,45.374,0.92,0.596,0.671,48.0,48.0,67.0,89.0,True,0.359,False,False,False,False,watershed,0.0,0.809
99,2463.122,717.29,1251,39.91,0.836,0.665,0.096,23.0,33.0,79.0,122.0,True,0.31,False,False,False,False,watershed,0.0,0.76
100,1699.662,718.03,3254,64.367,0.78,0.9,0.536,39.0,41.0,68.0,110.0,True,0.072,False,False,False,False,watershed,0.0,0.522
101,1039.871,724.316,2512,56.554,0.885,0.783,0.617,41.0,42.0,64.0,105.0,True,0.366,False,False,False,False,watershed,0.0,0.816
102,2331.644,718.826,2079,51.45,0.583,0.91,0.252,13.0,29.0,88.0,133.0,False,-0.038,False,False,True,False,watershed,0.0,0.412
103,2930.09,738.92,6565,91.427,0.762,0.712,0.0,5.0,27.0,101.0,126.0,True,0.252,False,False,False,False,watershed,0.0,0.702
104,1860.008,730.08,5685,85.079,0.897,0.758,0.701,45.0,47.0,72.0,95.0,True,0.41,False,False,False,False,watershed,0.0,0.86
105,2833.236,737.564,5166,81.102,0.722,0.812,0.312,24.0,35.0,85.0,117.0,True,0.302,False,False,False,False,watershed,0.0,0.0
106,3356.815,772.459,3670,68.358,0.846,0.923,0.45,34.0,37.0,72.0,115.0,True,0.399,False,False,False,False,watershed,0.0,0.849
107,3016.044,768.406,1170,38.597,0.858,0.716,0.452,23.0,36.0,83.0,129.0,False,-0.082,False,False,False,False,watershed,0.0,0.368
108,2250.831,767.783,1298,40.653,0.833,0.769,0.0,-5.0,23.0,100.0,156.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
109,2400.292,772.944,1153,38.315,0.819,0.727,0.0,-5.0,23.0,104.0,151.0,False,-0.038,False,False,False,False,watershed,0.0,0.412
110,3309.395,775.167,2823,59.953,0.907,0.81,0.766,57.0,61.0,72.0,89.0,True,0.399,False,False,False,False,watershed,0.0,0.849
111,1516.095,783.803,8005,100.957,0.864,0.738,0.022,10.0,28.0,100.0,120.0,True,0.182,False,True,False,False,watershed,0.0,0.632
112,1413.541,783.202,3796,69.521,0.91,0.728,0.0,-18.0,22.0,125.0,145.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
113,2756.176,780.967,4427,75.078,0.811,0.743,0.253,23.0,32.0,89.0,112.0,True,0.254,False,False,False,False,watershed,0.0,0.704
114,3064.093,794.068,2670,58.306,0.811,0.845,0.12,6.0,29.0,95.0,138.0,False,-0.082,False,False,False,False,watershed,0.0,0.368
115,2976.881,799.388,1996,50.412,0.691,0.692,0.0,-18.0,24.0,115.0,160.0,False,-0.082,False,False,True,False,watershed,0.0,0.368
116,2442.306,807.52,4297,73.967,0.853,0.679,0.231,10.0,29.0,98.0,124.0,True,0.278,False,False,False,False,watershed,0.0,0.728
117,2756.508,831.444,2844,60.176,0.721,0.779,0.226,0.0,25.0,100.0,143.0,True,0.191,False,False,False,False,watershed,0.0,0.641
118,2273.653,826.322,5103,80.606,0.844,0.465,0.43,37.0,36.0,75.0,99.0,True,0.171,False,False,False,False,watershed,0.0,0.621
119,3150.447,842.182,1154,38.332,0.914,0.696,0.132,44.0,27.0,73.0,52.0,True,0.122,False,False,False,False,watershed,0.0,0.0
120,1384.533,856.522,3697,68.609,0.955,0.356,0.749,50.0,50.0,62.0,74.0,True,0.322,False,False,False,False,watershed,0.0,0.772
121,2913.548,856.449,2093,51.623,0.846,0.658,0.0,-5.0,23.0,102.0,154.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
122,2032.023,851.789,8459,103.78,0.824,0.567,0.0,-19.0,24.0,128.0,148.0,False,-0.01,False,True,False,False,watershed,0.0,0.0
123,860.646,858.069,3002,61.824,0.923,0.587,0.0,-11.0,23.0,121.0,139.0,True,0.041,False,False,False,False,watershed,0.0,0.491
124,2971.415,863.364,3175,63.581,0.786,0.733,0.521,35.0,41.0,77.0,113.0,False,-0.082,False,False,False,False,watershed,0.0,0.368
125,2835.022,863.619,6714,92.458,0.823,0.573,0.583,48.0,46.0,62.0,80.0,True,0.573,False,False,False,False,watershed,0.0,0.0
126,2326.618,869.667,4527,75.921,0.819,0.77,0.309,10.0,31.0,95.0,128.0,True,0.067,False,False,False,False,watershed,0.0,0.517
127,2481.729,874.228,3355,65.358,0.815,0.702,0.0,-22.0,23.0,128.0,156.0,True,0.278,False,False,False,False,watershed,0.0,0.728
128,2409.267,872.959,4934,79.26,0.915,0.384,0.892,52.0,54.0,65.0,76.0,True,0.278,False,False,False,False,watershed,0.0,0.728
129,2200.581,886.726,5375,82.726,0.833,0.515,0.454,37.0,38.0,75.0,102.0,True,0.05,False,False,False,False,watershed,0.0,0.5
130,2579.059,893.418,1949,49.815,0.857,0.64,0.072,-6.0,26.0,109.0,145.0,True,0.266,False,False,False,False,watershed,0.0,0.716
131,1056.942,901.806,1606,45.22,0.907,0.926,0.428,52.0,45.0,44.0,75.0,True,0.078,False,False,False,False,watershed,0.0,0.528
132,2947.193,924.308,3048,62.296,0.871,0.802,0.75,55.0,59.0,73.0,79.0,True,0.252,False,False,False,False,watershed,0.0,0.702
133,3058.692,905.803,5009,79.86,0.83,0.583,0.168,-1.0,26.0,109.0,136.0,False,-0.096,False,False,False,False,watershed,0.0,0.354
134,2124.388,912.103,4743,77.711,0.827,0.291,0.029,-22.0,23.0,121.0,164.0,True,0.019,False,False,False,False,watershed,0.0,0.0
135,2535.879,914.365,2351,54.712,0.855,0.534,0.608,42.0,43.0,70.0,94.0,True,0.266,False,False,False,False,watershed,0.0,0.716
136,3175.126,916.532,2707,58.708,0.931,0.523,0.0,-24.0,21.0,123.0,165.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
137,1362.146,923.258,2768,59.366,0.802,0.75,0.357,18.0,32.0,89.0,113.0,True,0.043,False,False,False,False,watershed,0.0,0.493
138,2377.261,936.326,3959,70.998,0.923,0.744,0.01,-16.0,23.0,121.0,151.0,True,0.278,False,False,False,False,watershed,0.0,0.728
139,2041.421,946.65,3973,71.124,0.866,0.761,0.0,-22.0,23.0,121.0,162.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
140,1330.873,943.318,1074,36.979,0.906,0.685,0.0,-1.0,26.0,108.0,132.0,True,0.043,False,False,False,False,watershed,0.0,0.493
141,2778.279,962.928,5444,83.256,0.768,0.408,0.028,-15.0,23.0,118.0,153.0,True,0.018,False,False,False,False,watershed,0.0,0.0
142,2271.141,960.632,4391,74.772,0.901,0.854,0.553,39.0,43.0,71.0,107.0,True,0.17,False,False,False,False,watershed,0.0,0.62
143,1101.443,1005.282,3569,67.411,0.593,0.989,0.527,46.0,45.0,60.0,99.0,True,0.078,False,False,True,False,watershed,0.0,0.528
144,2998.681,979.228,3876,70.25,0.752,0.752,0.18,9.0,27.0,96.0,134.0,True,0.233,False,False,False,False,watershed,0.0,0.683
145,2599.625,968.31,6197,88.827,0.628,0.58,0.0,-25.0,22.0,131.0,152.0,True,0.266,False,False,True,False,watershed,0.0,0.716
146,2712.235,965.42,4091,72.172,0.653,0.895,0.0,-10.0,23.0,113.0,152.0,True,0.003,False,False,True,False,watershed,0.0,0.453
147,1501.172,989.88,1718,46.77,0.753,0.746,0.0,-1.0,25.0,104.0,138.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
148,3102.952,990.859,3607,67.769,0.861,0.641,0.0,-9.0,24.0,110.0,152.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
149,1759.872,1004.031,6985,94.306,0.85,0.749,0.704,48.0,49.0,60.0,85.0,True,0.694,False,True,False,False,watershed,0.0,0.0
150,3053.734,1000.735,1769,47.459,0.811,0.793,0.782,52.0,55.0,60.0,91.0,True,0.772,False,False,False,False,watershed,0.0,0.0
151,2844.041,986.219,2800,59.708,0.59,0.799,0.0,-15.0,22.0,122.0,152.0,False,-0.01,False,False,True,False,watershed,0.0,0.0
152,2657.41,1003.973,3405,65.844,0.848,0.665,0.149,-5.0,25.0,108.0,141.0,True,0.003,False,False,False,False,watershed,0.0,0.453
153,1955.183,1008.505,5310,82.225,0.903,0.836,0.412,28.0,34.0,81.0,105.0,True,0.146,False,False,False,False,watershed,0.0,0.596
154,1848.427,1025.191,5259,81.829,0.884,0.542,0.19,-2.0,25.0,107.0,136.0,True,0.18,False,False,False,False,watershed,0.0,0.0
155,3168.43,1030.783,3764,69.228,0.805,0.673,0.713,55.0,58.0,63.0,74.0,False,-0.019,False,False,False,False,watershed,0.0,0.431
156,2961.338,1039.318,3176,63.591,0.789,0.642,0.594,48.0,45.0,66.0,78.0,True,0.233,False,False,False,False,watershed,0.0,0.683
157,2251.483,1049.707,5818,86.068,0.837,0.758,0.135,25.0,28.0,83.0,102.0,True,0.118,False,False,False,False,watershed,0.0,0.568
158,2337.811,1052.236,3445,66.229,0.642,0.821,0.383,29.0,34.0,75.0,107.0,True,0.373,False,False,True,False,watershed,0.0,0.0
159,2992.926,1072.324,1831,48.284,0.921,0.694,0.512,39.0,40.0,73.0,107.0,True,0.233,False,False,False,False,watershed,0.0,0.683
160,3100.31,1071.89,4243,73.501,0.929,0.714,0.328,15.0,27.0,96.0,119.0,False,-0.019,False,False,False,False,watershed,0.0,0.431
161,2157.466,1074.915,2434,55.669,0.879,0.854,0.0,-3.0,26.0,104.0,147.0,True,0.044,False,False,False,False,watershed,0.0,0.494
162,1781.75,1076.06,1056,36.668,0.848,0.682,0.294,46.0,29.0,55.0,66.0,True,0.284,False,False,False,False,watershed,0.0,0.0
163,1569.752,1094.189,3419,65.979,0.952,0.626,0.001,-15.0,22.0,129.0,138.0,False,-0.009,False,False,False,False,watershed,0.0,0.0
164,2851.08,1087.428,5038,80.091,0.769,0.85,0.341,23.0,31.0,85.0,115.0,True,0.09,False,False,False,False,watershed,0.0,0.54
165,2918.69,1100.57,4033,71.659,0.874,0.596,0.218,8.0,29.0,99.0,128.0,False,-0.014,False,False,False,False,watershed,0.0,0.436
166,1047.327,1093.408,4886,78.874,0.688,0.892,0.301,23.0,32.0,80.0,114.0,True,0.078,False,False,True,False,watershed,0.0,0.528
167,1855.316,1122.306,4928,79.212,0.937,0.386,0.873,55.0,58.0,54.0,78.0,True,0.249,False,False,False,False,watershed,0.0,0.699
168,2141.978,1122.793,3407,65.863,0.885,0.584,0.173,-12.0,25.0,113.0,151.0,True,0.044,False,False,False,False,watershed,0.0,0.494
169,1686.074,1124.065,9570,110.385,0.789,0.899,0.4,26.0,35.0,83.0,116.0,True,0.039,False,True,False,False,watershed,0.0,0.489
170,1935.454,1146.402,8104,101.579,0.904,0.684,0.165,16.0,28.0,93.0,112.0,True,0.249,False,True,False,False,watershed,0.0,0.699
171,3121.085,1150.604,2560,57.092,0.921,0.529,0.501,42.0,40.0,69.0,83.0,False,-0.002,False,False,False,False,watershed,0.0,0.448
172,2850.911,1162.839,2211,53.058,0.741,0.889,0.135,-1.0,26.0,106.0,141.0,False,-0.114,False,False,False,False,watershed,0.0,0.336
173,2923.196,1168.759,5209,81.439,0.828,0.539,0.069,-6.0,24.0,107.0,152.0,False,-0.014,False,False,False,False,watershed,0.0,0.436
174,1580.473,1186.855,3445,66.229,0.902,0.548,0.0,-12.0,24.0,118.0,144.0,True,0.039,False,False,False,False,watershed,0.0,0.489
175,2218.306,1176.555,4854,78.615,0.79,0.767,0.014,-5.0,24.0,106.0,144.0,True,0.004,False,False,False,False,watershed,0.0,0.0
176,1745.738,1190.355,2918,60.953,0.892,0.5,0.358,28.0,34.0,81.0,108.0,True,0.348,False,False,False,False,watershed,0.0,0.0
177,3086.206,1199.685,4405,74.891,0.802,0.649,0.515,45.0,42.0,66.0,73.0,False,-0.002,False,False,False,False,watershed,0.0,0.448
178,3003.974,1186.545,3750,69.099,0.732,0.74,0.388,26.0,32.0,82.0,119.0,False,-0.026,False,False,False,False,watershed,0.0,0.424
179,2126.561,1204.955,3877,70.259,0.892,0.667,0.0,-32.0,21.0,137.0,163.0,True,0.044,False,False,False,False,watershed,0.0,0.494
180,2346.883,1213.743,7436,97.303,0.822,0.524,0.073,5.0,28.0,112.0,117.0,True,0.148,False,True,False,False,watershed,0.0,0.598
181,2740.053,1222.197,3636,68.04,0.706,0.433,0.528,38.0,41.0,75.0,109.0,True,0.518,False,False,False,False,watershed,0.0,0.0
182,1422.683,1211.57,4160,72.778,0.952,0.553,0.0,-25.0,21.0,137.0,150.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
183,2902.783,1236.12,3042,62.235,0.822,0.696,0.0,-22.0,23.0,118.0,163.0,False,-0.107,False,False,False,False,watershed,0.0,0.343
184,1298.132,1238.286,3174,63.571,0.915,0.687,0.627,51.0,51.0,54.0,78.0,True,0.617,False,False,False,False,watershed,0.0,0.0
185,2484.782,1255.329,4400,74.848,0.739,0.785,0.299,21.0,34.0,84.0,121.0,True,0.202,False,False,False,False,watershed,0.0,0.652
186,1651.247,1257.346,3563,67.354,0.871,0.713,0.007,-9.0,25.0,113.0,147.0,False,-0.145,False,False,False,False,watershed,0.0,0.305
187,2945.336,1263.483,3015,61.958,0.829,0.703,0.146,-2.0,26.0,102.0,141.0,False,-0.107,False,False,False,False,watershed,0.0,0.343
188,3126.176,1257.056,5384,82.796,0.891,0.811,0.911,56.0,60.0,63.0,83.0,True,0.187,False,False,False,False,watershed,0.0,0.637
189,2190.477,1271.83,5000,79.788,0.836,0.65,0.542,41.0,42.0,75.0,93.0,True,0.189,False,False,False,False,watershed,0.0,0.639
190,2744.648,1276.629,1414,42.431,0.84,0.797,0.43,27.0,35.0,74.0,130.0,True,0.2,False,False,False,False,watershed,0.0,0.65
191,1809.626,1272.417,4789,78.087,0.889,0.422,0.087,-12.0,24.0,116.0,145.0,False,-0.007,False,False,False,False,watershed,0.0,0.443
192,1030.804,1275.908,2158,52.418,0.741,0.78,0.142,7.0,29.0,100.0,125.0,False,-0.1,False,False,False,False,watershed,0.0,0.35
193,2624.246,1279.374,3194,63.771,0.891,0.389,0.0,-22.0,22.0,124.0,160.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
194,2698.255,1281.315,2285,53.938,0.661,0.847,0.001,-5.0,24.0,102.0,150.5,False,-0.009,False,False,True,False,watershed,0.0,0.0
195,1506.029,1285.691,3333,65.144,0.824,0.902,0.542,35.0,40.0,73.0,114.0,True,0.003,False,False,False,False,watershed,0.0,0.453
196,3019.844,1284.984,5255,81.798,0.74,0.754,0.203,10.0,30.0,93.0,129.0,True,0.077,False,False,False,False,watershed,0.0,0.527
197,2825.241,1296.375,4424,75.052,0.872,0.389,0.61,50.0,48.0,57.0,81.0,True,0.2,False,False,False,False,watershed,0.0,0.65
198,2318.867,1309.979,2109,51.82,0.749,0.687,0.0,0.0,22.0,95.0,150.0,True,0.148,False,False,False,False,watershed,0.0,0.598
199,2478.592,1312.812,1903,49.224,0.732,0.882,0.0,0.0,22.0,94.0,152.0,True,0.202,False,False,False,False,watershed,0.0,0.652
200,2751.016,1317.698,1564,44.625,0.811,0.625,0.0,0.0,22.0,95.0,150.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
201,3051.068,1343.48,4919,79.14,0.86,0.861,0.729,55.0,59.0,65.0,80.0,True,0.077,False,False,False,False,watershed,0.0,0.527
202,1623.85,1341.005,7228,95.932,0.857,0.643,0.251,15.0,28.0,97.0,107.0,True,0.145,False,True,False,False,watershed,0.0,0.595
203,2902.822,1350.611,9546,110.247,0.692,0.745,0.0,0.0,22.0,95.0,150.0,False,-0.107,False,True,True,False,watershed,0.0,0.343
204,2420.297,1318.654,3288,64.702,0.542,0.889,0.355,35.0,32.0,69.0,98.0,False,-0.15,False,False,True,False,watershed,0.0,0.3
205,3135.614,1344.573,2831,60.038,0.93,0.26,0.0,-28.0,21.0,127.0,167.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
206,2600.981,1348.612,5186,81.259,0.896,0.7,0.159,-1.0,26.0,108.0,134.0,True,0.1,False,False,False,False,watershed,0.0,0.55
207,2730.863,1350.632,1147,38.215,0.889,0.732,0.0,0.0,22.0,95.0,150.0,False,-0.01,False,False,False,False,watershed,0.0,0.0
208,2334.317,1363.475,2127,52.04,0.688,0.901,0.0,0.0,22.0,95.0,150.0,False,-0.01,False,False,True,False,watershed,0.0,0.0
209,1812.731,1374.872,4273,73.76,0.884,0.674,0.694,55.0,57.0,55.0,82.0,True,0.059,False,False,False,False,watershed,0.0,0.509
